FEATURE,UFI,REGNO,REGNAME,AGE_CLASS,MAIN_AGE,APROX_AREA,LANDFORMS,STRATIG,IGNEOUS,REG_META,DEFORMATN,MINDEPS,GEODX_REF
GR_UNIT,"185","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"186","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"187","27",Denison Region,Proterozoic to Palaeozoic,Palaeoproterozoic to Cambrian,"1000",Low ridges,"Palaeoproterozoic metasediments and felsic and mafic metavolcanics; overlain unconformably by Neoproterozoic sediments and mafic volcanics; Cambrian diapiric breccia","Palaeoproterozoic felsic and mafic volcanics and intrusives; Cambrian felsic intrusives",Low to high grade,Intensely deformed,"Minor copper, gold deposits",94/27985
GR_UNIT,"188","60",New England Region,Palaeozoic to Mesozoic,Silurian to Triassic,"96000","Mountain ranges;  dissected plateaus; hills and ridges","Late Silurian to Middle Triassic shelf and trough sediments, felsic to mafic volcanics, and continental sediments; major breaks in  Middle Devonian, Middle to Late Carboniferous, Middle to Late Permian, and Early Triassic Also Tertiary volcanics","Silurian to Triassic felsic to mafic volcanics and intrusives; minor ultramafic intrusives Tertiary mafic to felsic volcanics",Very low-grade to high-grade,Moderate to strongly folded and faulted,"Major gold, zinc, copper, lead, silver, tin, tungsten, cromium, antimony, arsenic, bauxite, topaz, sapphire, coal",98/29103
GR_UNIT,"189","69",Perth Region,Palaeozoic to Cainozoic,Silurian to Quaternary,"32000","Low dissected plateaus; dune fields; alluvial plains in south","Continental Silurian sediments; overlain by Permian glacial and shallow-marine sediments, and Mesozoic and Cainozoic fluvial and shallow-marine sediments, including carbonates, with minor Early Cretaceous mafic volcanics; maximum thickness 1200 m",Early Cretaceous mafic volcanics and intrusives,None,Minor folding and  faulting,"Major mineral sand deposits; minor coal deposits and oil shows",98/29111
GR_UNIT,"190","33",Eucla Region,Mesozoic to Cainozoic,Early Cretaceous to Pleistocene,"251000","Sand plain in north;  karst plain in south","Early Cretaceous continental sandstone overlain by Cretaceous to Miocene shallow marine sediments and Plio-Pleistocene carbonates; maximum thickness about 750 m",None,None,"Gentle regional tilting to south; minor faulting",Major salt deposits,98/29112
GR_UNIT,"191","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"192","100",Fraser Region,Proterozoic,Mesoproterozoic,"57000","Sand plain with  scattered small salt lakes; hills and ridges; rocky headlands; offshore islets",Tectonically interleaved slices of metasedimentary and meta-igneous rocks,"Mesoproterozoic felsic, mafic, and ultramafic intrusives",Medium to high grade,"Complex deformation; mylonite zones",Major salt deposit on coast,98/29104
GR_UNIT,"193","108",Tibooburra Region,Proterozoic to Palaeozoic,Palaeoproterozoic to Devonian,"1000",Low hills,"Palaeoproterozoic metamorphics; Cambrian sediments, including carbonates, and mafic volcanics; overlain unconformably by Ordovician to Middle Devonian sediments","Cambrian mafic volcanics; Silurian? felsic intrusives",None to medium grade,"Proterozoic complex folding; later faulting",Major gold deposit,"96/28127; 98/29060"
GR_UNIT,"194","2",Adelaide Region,Proterozoic to Palaeozoic,Neoproterozoic to Cambrian,"69000","Mountain ranges;  ridges; alluvial and sand plains; salt lakes","Neoproterozoic marine clastic sediments and carbonates, with mafic volcanics near base and evaporites near top; overlain  disconformably by two glacial sequences, marine clastics, and Cambrian carbonates Minor Triassic sediments with coal",Neoproterozoic mafic volcanics,"Low grade in south; very low grade elsewhere","Open to tight folding; moderate faulting","Major deposits of gold, lead, zinc, silver, copper,  iron, magnesite, talc, barium, coal, kaolinite, kyanite, mica, clay","94/27985; 98/29100"
GR_UNIT,"195","55",Mount Painter Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"1000",Hills and ridges,Palaeoproterozoic to Mesoproterozoic complex of metasediments and felsic and mafic metavolcanics,Proterozoic felsic and mafic volcanics and  intrusives,Low to medium-grade,Tight folding,"Major uranium and rare earth deposits; minor copper deposits",94/27985
GR_UNIT,"196","47",Lachlan Region,Palaeozoic,Ordovician to Early Carboniferous,"299000","Mountain ranges; dissected plateaus (tablelands); hills and ridges; plains","Complex of Palaeozoic deep-marine, shelf and continental sediments with mafic and felsic volcanics; major unconformities at end of Ordovician, end of Silurian, and in Middle Devonian; thin Cainozoic mafic volcanoes",Ordovician to Carboniferous felsic to mafic volcanics and intrusives and minor ultrabasic intrusions Thin Cainozoic mafic to felsic volcanics,Mostly low to very low grade,Moderate to tight folding and widespread faulting (several periods of deformation),"Major gold, copper, lead, zinc, tin, tungsten, molybdenum, uranium, iron, manganese deposits; minor gemstones","94/27760; 98/29060"
GR_UNIT,"197","86",Torrens Region,Cainozoic,Cainozoic,"13000","Salt lakes; sand plain","Early Tertiary to Quaternary continental  sediments; maximum thickness about 300 m",None,None,"Flat-lying; minor faulting",No known mineral deposits,98/29100
GR_UNIT,"198","77",Stuart Region,Proterozoic to Palaeozoic,Neoproterozoic to Cambrian,"32000","Hills and ridges, plains","Neoproterozoic clastic sediments,  carbonates and evaporites; overlain  by glacial sequences; overlain by Cambrian sediments, including carbonates, and mafic volcanics",Cambrian mafic volcanics,Low grade in south-east,Little deformed,"Major copper, gold deposits;major copper, uranium, gold, silver deposit in underlying Mesoproterozoic rocks","94/27985; 98/29100"
GR_UNIT,"199","10",Bancannia Region,Palaeozoic,Cambrian to Devonian,"6000",Sand and alluvial plains,"Marine Cambrian sediments unconformably overlain by marine Ordovician sediments; unconformably overlain by Devonian continental sediments",None,None,"Broad folding; some faulting",No known deposits,98/29060
GR_UNIT,"200","81",Sydney Region,Palaeozoic to Mesozoic,Permian to Middle Triassic,"44000","Mountain ranges; dissected plateaus; hills; undulating plains","Permian shelf sediments; Permian to Middle Triassic continental sediments, including coal, and mafic to felsic volcanics; maximum thickness about 5000 m","Permian mafic, intermediate and felsic volcanics Minor post-Triassic alkaline mafic intrusives",None,"Open folding; minor faulting","Major coal deposits; minor natural gas","84/24192; 96/28129; 98/29060"
GR_UNIT,"201","91",Wonominta Region,Proterozoic to Palaeozoic,Palaeoproterozoic to Devonian,"10000","Low ranges and stony rises; plains","Palaeoproterozoic metasediments and mafic metavolcanics overlain by Neoproterozoic marine sediments and mafic volcanics, Cambrian turbidites, Cambrian-Ordovician fluvial and marine sediments and Late Silurian-Early Devonian continental sediments",Palaeoproterozoic and Neoproterozoic mafic volcanics,Low to high-grade,"Tight to isoclinal folding; major faulting","Minor deposits of silver, lead, zinc, copper, tin, uranium, nickel, platinum group elements","96/28127; 98/29060"
GR_UNIT,"202","8",Arrowie Region,Palaeozoic,Cambrian,"9000","Dune fields; salt lakes","Cambrian clastic shelf sediments with carbonates overlain by fluvial sediments; up to 6000 m thick",None,None,Moderate to strong folding and faulting near margins,"Major magnesite, barium and uranium deposits; traces of hydrocarbons in limestone",98/29100
GR_UNIT,"203","25",Darling Region,Palaeozoic,Devonian to Carboniferous,"64000","Sand plains; low ridges; dune fields","Early Devonian continental to marine sediments and felsic volcanics; overlain unconformably by Late Devonian to Early Carboniferous continental sediments; up to 8000 m thick",Early Devonian felsic volcanics,None,"Broad open folding; extensive faulting",No known mineral deposits,98/29060
GR_UNIT,"204","97",Caloola Region,Proterozoic to Palaeozoic,Neoproterozoic to Ordovician,"5000",Sand plain,"Neoproterozoic marine and continental sediments, , including glacials and carbonates, overlain by Ordovician marine sediments",None,Very low grade,"Broad folding; faulting",No mineral deposits known,"79/19200; 98/29060"
GR_UNIT,"205","16",Broken Hill Region,Proterozoic,Palaeoproterozoic,"20000","Low ridges and stony rises; plains",Palaeoproterozoic metasediments and metavolcanics,Palaeoproterozoic felsic intrusives and volcanics,Medium to high,Complex folding,"Major lead, zinc, silver, cobalt and gold deposits; minor deposits of tin, gold, uranium, nickel and platinum group elements",GOLD1687
GR_UNIT,"206","57",Murray Region,Mesozoic to Cainozoic,Late Mesozoic to Quaternary,"299000","Sand plains, dune fields and salt lakes; alluvial plains","Palaeocene to Pleistocene succession of fluvial to shallow- marine sediments; maximum thickness about 600 m",None,None,None,"Major mineral sand deposits; minor brown coal deposits and traces of hydrocarbons",94/27899
GR_UNIT,"207","69",Perth Region,Palaeozoic to Cainozoic,Silurian to Quaternary,"32000","Low dissected plateaus; dune fields; alluvial plains in south","Continental Silurian sediments; overlain by Permian glacial and shallow-marine sediments, and Mesozoic and Cainozoic fluvial and shallow-marine sediments, including carbonates, with minor Early Cretaceous mafic volcanics; maximum thickness 1200 m",Early Cretaceous mafic volcanics and intrusives,None,Minor folding and  faulting,"Major mineral sand deposits; minor coal deposits and oil shows",98/29111
GR_UNIT,"208","69",Perth Region,Palaeozoic to Cainozoic,Silurian to Quaternary,"32000","Low dissected plateaus; dune fields; alluvial plains in south","Continental Silurian sediments; overlain by Permian glacial and shallow-marine sediments, and Mesozoic and Cainozoic fluvial and shallow-marine sediments, including carbonates, with minor Early Cretaceous mafic volcanics; maximum thickness 1200 m",Early Cretaceous mafic volcanics and intrusives,None,Minor folding and  faulting,"Major mineral sand deposits; minor coal deposits and oil shows",98/29111
GR_UNIT,"209","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"210","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"211","72",Polda Region,Mesozoic to Cainozoic,Jurassic to Tertiary,"3000",Dune fields,"Late Jurassic continental sediments unconformably overlain by continental and marine Tertiary sediments; maximum thickness about 3000 m",None,None,None,No known mineral deposits,98/29100
GR_UNIT,"212","49",Leeuwin Region,Proterozoic,Proterozoic,"1000","Broad low ridge;   coastal dune field",Felsic to mafic gneissic metasediments and possible metavolcanics,Proterozoic felsic to mafic meta-igneous rocks,Mainly high-grade,Complex folding,Ilmenite in coastal beach sands,98/29104
GR_UNIT,"213","78",St Vincent Region,Cainozoic,Tertiary,"5000",Alluvial and littoral plains,"Eocene deltaic sediments overlain by Miocene-Pleistocene marine sediments; maximum thickness about 1500 m",None,None,"Mild folding; block faulting",Minor brown coal deposits,98/29100
GR_UNIT,"214","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"215","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"216","15",Bremer Region,Cainozoic,Tertiary,"6000",Coastal sand and alluvial plains,"Middle to Late Eocene sequence of siltstone, claystone, sandstone, and limestone, with minor lignits; maximum thickness about 110 m",None,None,Flat-lying,Minor lignite,98/29113
GR_UNIT,"217","44",Kanmantoo Region,Palaeozoic,Cambrian to Ordovician,"8000","Long ridges and valleys; plains",Cambrian trough and shelf sediments,Cambrian and Ordovician felsic intrusives,Low to medium grade,"Gentle to tight folding;; moderate faulting","Major copper, gold, lead, zinc, silver, and arsenic deposits",98/29100
GR_UNIT,"218","100",Fraser Region,Proterozoic,Mesoproterozoic,"57000","Sand plain with  scattered small salt lakes; hills and ridges; rocky headlands; offshore islets",Tectonically interleaved slices of metasedimentary and meta-igneous rocks,"Mesoproterozoic felsic, mafic, and ultramafic intrusives",Medium to high grade,"Complex deformation; mylonite zones",Major salt deposit on coast,98/29104
GR_UNIT,"219","3",Albany Region,Proterozoic,Mesoproterozoic,"15000","Hills and ridges; undulating plains; rocky headlands; offshore islets","Mesoproterozoic metamorphic complex of quartzofeldspathic gneiss interlayerd with minor quartzite and schist (possibly reworked Archaean); overlain by low-grade metasediments, probably as thrust sheets",Mesoproterozoic felsic and minor mafic intrusives,"Low to high grade; pegmatitic segregations common in high-grade rocks","Highly deformed with  mylonite zones, faults, and probable thrusts",Minor nickel and copper occurrences,98/29104
GR_UNIT,"220","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"221","78",St Vincent Region,Cainozoic,Tertiary,"5000",Alluvial and littoral plains,"Eocene deltaic sediments overlain by Miocene-Pleistocene marine sediments; maximum thickness about 1500 m",None,None,"Mild folding; block faulting",Minor brown coal deposits,98/29100
GR_UNIT,"222","36",Gawler Region,Archaean to Proterozoic,Archaean to Mesoproterozoic,"144000","Low hills and ridges; plains with salt lakes; coastal dunes","Archaean metamorphic complex, including banded iron formation; overlain by Palaeoproterozoic sediments, including  banded iron formation, and felsic and mafic volcanics; overlain by Mesoproterozoic felsic to mafic metavolcanics","Palaeoproterozoic and Mesoproterozoic felsic and mafic volcanics; Archaean and Mesoproterozoic felsic intrusives",Low to high grade,"Moderate to intense; multiply deformed","Major copper, gold, iron, uranium, silver, lead, zinc, gypsum, jade deposits",94/27985
GR_UNIT,"223","78",St Vincent Region,Cainozoic,Tertiary,"5000",Alluvial and littoral plains,"Eocene deltaic sediments overlain by Miocene-Pleistocene marine sediments; maximum thickness about 1500 m",None,None,"Mild folding; block faulting",Minor brown coal deposits,98/29100
GR_UNIT,"224","44",Kanmantoo Region,Palaeozoic,Cambrian to Ordovician,"8000","Long ridges and valleys; plains",Cambrian trough and shelf sediments,Cambrian and Ordovician felsic intrusives,Low to medium grade,"Gentle to tight folding;; moderate faulting","Major copper, gold, lead, zinc, silver, and arsenic deposits",98/29100
GR_UNIT,"225","47",Lachlan Region,Palaeozoic,Ordovician to Early Carboniferous,"299000","Mountain ranges; dissected plateaus (tablelands); hills and ridges; plains","Complex of Palaeozoic deep-marine, shelf and continental sediments with mafic and felsic volcanics; major unconformities at end of Ordovician, end of Silurian, and in Middle Devonian; thin Cainozoic mafic volcanoes",Ordovician to Carboniferous felsic to mafic volcanics and intrusives and minor ultrabasic intrusions Thin Cainozoic mafic to felsic volcanics,Mostly low to very low grade,Moderate to tight folding and widespread faulting (several periods of deformation),"Major gold, copper, lead, zinc, tin, tungsten, molybdenum, uranium, iron, manganese deposits; minor gemstones","94/27760; 98/29060"
GR_UNIT,"226","66",Otway Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"29000","Dissected uplands; coastal plain with dunes in west","Jurassic deltaic and fluvial sediments with minor mafic volcanics; unconformably overlain by similar  Early Cretaceous sediments; unconformably overlain by Late Miocene fluvial, deltaic, and shallow-marine sediments; maximum thickness about 11 000 m",Jurassic mafic volcanics Also Cainozoic mafic volcanics,None,"Gentle folding; extensive block faulting","Major coal deposit; minor coal and hydrocarbon deposits",94/27760
GR_UNIT,"227","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"228","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"229","66",Otway Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"29000","Dissected uplands; coastal plain with dunes in west","Jurassic deltaic and fluvial sediments with minor mafic volcanics; unconformably overlain by similar  Early Cretaceous sediments; unconformably overlain by Late Miocene fluvial, deltaic, and shallow-marine sediments; maximum thickness about 11 000 m",Jurassic mafic volcanics Also Cainozoic mafic volcanics,None,"Gentle folding; extensive block faulting","Major coal deposit; minor coal and hydrocarbon deposits",94/27760
GR_UNIT,"230","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"231","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"232","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"233","96",Wilsons Promontory Region,Palaeozoic,Cambrian to Devonian,"1000",Hills,"Belts of Cambrian mafic volcanics (greenstones), and Ordovician, Silurian and  Lower Devonian sediments, including limestone",Devonian felsic and minor mafic intrusives,Low to very low grade,Strong faulting,No mineal deposits known,94/27760
GR_UNIT,"234","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"235","39",Gippsland Region,Mesozoic to Cainozoic,Late Jurassic to Tertiary,"16000","Dissected uplands; terraced coastal plains","Late Jurassic to Early Cretaceous fluvial and deltaic sediments, with minor mafic volcanics; overlain by Late Cretaceous to Eocene fluvial and deltaic sediments, unconformably overlain by Oligocene to Pliocene marine sediments; up to 12 000 m thick",Minor mafic volcanics,None,Mild folding and block faulting,Major coal and offshore oil and gas deposits,94/27760
GR_UNIT,"236","105",Northeast Tasmania Region,Palaeozoic,Ordovician to Late Devonian,"9000","Hills; dissected plateaus; undulating plain","Ordovician and early Devonian sediments, mainly turbidites; overlain unconformably by Middle Devonian felsic volcanics,","Middle Devonian felsic volcanics; Middle to Late Devonian felsic intrusives; also Jurassic mafic intrusives",Low grade,"Complex folding; faulting","Major gold, copper, tin,  tungsten deposits","98/29072; 98/29102"
GR_UNIT,"237","101",King Island Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"1000",Hills and ridges,"Mesoproterozoic metamorphosed sediments, mainly schist and quartzite, and mafic volcanics; Neoproterozoic sediments, including diamictite, and mafic volcanics","Neoproterozoic mafic volcanics and felsic intrusives; also Early Carboniferous felsic intrusives",Low to medium grade,,Major tungsten deposits,"98/29072; 98/29102"
GR_UNIT,"238","105",Northeast Tasmania Region,Palaeozoic,Ordovician to Late Devonian,"9000","Hills; dissected plateaus; undulating plain","Ordovician and early Devonian sediments, mainly turbidites; overlain unconformably by Middle Devonian felsic volcanics,","Middle Devonian felsic volcanics; Middle to Late Devonian felsic intrusives; also Jurassic mafic intrusives",Low grade,"Complex folding; faulting","Major gold, copper, tin,  tungsten deposits","98/29072; 98/29102"
GR_UNIT,"240","105",Northeast Tasmania Region,Palaeozoic,Ordovician to Late Devonian,"9000","Hills; dissected plateaus; undulating plain","Ordovician and early Devonian sediments, mainly turbidites; overlain unconformably by Middle Devonian felsic volcanics,","Middle Devonian felsic volcanics; Middle to Late Devonian felsic intrusives; also Jurassic mafic intrusives",Low grade,"Complex folding; faulting","Major gold, copper, tin,  tungsten deposits","98/29072; 98/29102"
GR_UNIT,"241","105",Northeast Tasmania Region,Palaeozoic,Ordovician to Late Devonian,"9000","Hills; dissected plateaus; undulating plain","Ordovician and early Devonian sediments, mainly turbidites; overlain unconformably by Middle Devonian felsic volcanics,","Middle Devonian felsic volcanics; Middle to Late Devonian felsic intrusives; also Jurassic mafic intrusives",Low grade,"Complex folding; faulting","Major gold, copper, tin,  tungsten deposits","98/29072; 98/29102"
GR_UNIT,"242","73",Rocky Cape Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"7000","Mountain ranges; hills and ridges; narrow alluvial plains; low coastal plateaus","Mesoproterozoic schist; Neoproterozoic sediments, including quartz-rich sandstone, turbidites, carbonates and diamictite, and mafic volcanics","Neoproterozoic mafic volcanics; felsic and mafic intrusives Also Devonian felsic intrusives",Low to medium grade,"Complex folding and faulting; high-strain zone in east","Major tin, iron, magnesite deposits; minor tin, tungsten, copper deposits","98/29072; 98/29102"
GR_UNIT,"243","73",Rocky Cape Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"7000","Mountain ranges; hills and ridges; narrow alluvial plains; low coastal plateaus","Mesoproterozoic schist; Neoproterozoic sediments, including quartz-rich sandstone, turbidites, carbonates and diamictite, and mafic volcanics","Neoproterozoic mafic volcanics; felsic and mafic intrusives Also Devonian felsic intrusives",Low to medium grade,"Complex folding and faulting; high-strain zone in east","Major tin, iron, magnesite deposits; minor tin, tungsten, copper deposits","98/29072; 98/29102"
GR_UNIT,"244","105",Northeast Tasmania Region,Palaeozoic,Ordovician to Late Devonian,"9000","Hills; dissected plateaus; undulating plain","Ordovician and early Devonian sediments, mainly turbidites; overlain unconformably by Middle Devonian felsic volcanics,","Middle Devonian felsic volcanics; Middle to Late Devonian felsic intrusives; also Jurassic mafic intrusives",Low grade,"Complex folding; faulting","Major gold, copper, tin,  tungsten deposits","98/29072; 98/29102"
GR_UNIT,"245","73",Rocky Cape Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"7000","Mountain ranges; hills and ridges; narrow alluvial plains; low coastal plateaus","Mesoproterozoic schist; Neoproterozoic sediments, including quartz-rich sandstone, turbidites, carbonates and diamictite, and mafic volcanics","Neoproterozoic mafic volcanics; felsic and mafic intrusives Also Devonian felsic intrusives",Low to medium grade,"Complex folding and faulting; high-strain zone in east","Major tin, iron, magnesite deposits; minor tin, tungsten, copper deposits","98/29072; 98/29102"
GR_UNIT,"246","73",Rocky Cape Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"7000","Mountain ranges; hills and ridges; narrow alluvial plains; low coastal plateaus","Mesoproterozoic schist; Neoproterozoic sediments, including quartz-rich sandstone, turbidites, carbonates and diamictite, and mafic volcanics","Neoproterozoic mafic volcanics; felsic and mafic intrusives Also Devonian felsic intrusives",Low to medium grade,"Complex folding and faulting; high-strain zone in east","Major tin, iron, magnesite deposits; minor tin, tungsten, copper deposits","98/29072; 98/29102"
GR_UNIT,"247","105",Northeast Tasmania Region,Palaeozoic,Ordovician to Late Devonian,"9000","Hills; dissected plateaus; undulating plain","Ordovician and early Devonian sediments, mainly turbidites; overlain unconformably by Middle Devonian felsic volcanics,","Middle Devonian felsic volcanics; Middle to Late Devonian felsic intrusives; also Jurassic mafic intrusives",Low grade,"Complex folding; faulting","Major gold, copper, tin,  tungsten deposits","98/29072; 98/29102"
GR_UNIT,"248","73",Rocky Cape Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"7000","Mountain ranges; hills and ridges; narrow alluvial plains; low coastal plateaus","Mesoproterozoic schist; Neoproterozoic sediments, including quartz-rich sandstone, turbidites, carbonates and diamictite, and mafic volcanics","Neoproterozoic mafic volcanics; felsic and mafic intrusives Also Devonian felsic intrusives",Low to medium grade,"Complex folding and faulting; high-strain zone in east","Major tin, iron, magnesite deposits; minor tin, tungsten, copper deposits","98/29072; 98/29102"
GR_UNIT,"249","30",Dundas Region,Palaeozoic,Cambrian to Devonian,"11000","Mountain ranges; ridges and valleys","Cambrian marine sediments and felsic to mafic volcanics; unconformably overlain by Early Ordovician continental sediments and Early Ordovician-Early Devonian marine sediments Also Tertiary sediments and mafic volcanics","Middle to Late Cambrian felsic and intermediate volcanics and felsic to ultramafic intrusives; Teriary mafic volcanics",Low grade,"Moderate to tight folding; moderate faulting","Major copper, lead, zinc, silver, gold, tin, tungsten, molybdenum, antimony, iron, and fluorite deposits","98/29072; 98/29102"
